path,bytes,sha256
04-favicon-browser/sentra-favicon-16.png,331,4fbb3f1e7a54bfaf1d478031dcdd4063dbc23a4d794c82aca3b7b4347984a1fd
04-favicon-browser/sentra-favicon-32.png,632,3ebcdfce3e7dc03c62f38d46c105b386074155ff865da5306a5430e674bf3a1e
04-favicon-browser/sentra-favicon-48.png,912,64d78bab10fd13e2f376dc05f2d486902a7f1c0a145ef9507d13a98450a58b7c
04-favicon-browser/sentra-favicon-64.png,1199,521582c535770631b41dd2d9d1b620342896549d8cc606ae777561824760ce60
04-favicon-browser/sentra-favicon-dark-32.png,990,8961a033a588652426948fcd9f69f43bf51406914fecd43d0c5ea8666cb03542
04-favicon-browser/sentra-favicon.ico,3971,173a0d0de280fdbc8adaa90ee7b4981fdb868b1ed8fa93634224d91e6d3955a1
04-favicon-browser/sentra-favicon.svg,11802,ae97e5770ebd1b5515f76538eb63d6b5a7dd50a3534cd1cdbeda93bc2afa331d
05-social-media/sentra-github-avatar-500.png,15393,0553bd78565b3253ee98e9986c7111db782ddfd0e4ddb71cb6015b9442e1f782
05-social-media/sentra-github-social-preview-1280x640.png,18313,1f93656fc2d9df861946a082392bbda0ceeda3bd824a95f5d5f86cd4999b03a7
05-social-media/sentra-instagram-avatar-1080.png,37068,517f07c4802b421d86ebc2b74ca288d6905a3beda9820079b802fc387b37ea30
05-social-media/sentra-instagram-post-portrait-1080x1440.png,21431,07ca942d95701efdb058ef652218af049b7bb843c06627d2432398bbde14214b
05-social-media/sentra-instagram-post-square-1080.png,18991,bef676b134a8e4b6bd845685693438e4cf17cba07bc2dd30993808a5f7e52d45
05-social-media/sentra-instagram-story-1080x1920.png,24551,c7ed069d961d25c5ab5c04ffdcb3668108f361d5b7d373b1d3be5d49ce9af717
05-social-media/sentra-linkedin-cover-4200x700.png,31911,1b97bf2c737c5bdf44cc7a4a50305459d84530f19e9514de6567efd17e1c7b04
05-social-media/sentra-linkedin-page-logo-400.png,11868,9b3ca106287651007db00a1beec42f9bd2a8ce10ee31bdd20cf5432da037020f
05-social-media/sentra-social-avatar-dark-1024.png,33179,b1b64dcb78b771124181e792439e5a3a6074e61567725e6f541e401ff5234e53
05-social-media/sentra-social-avatar-light-1024.png,33154,41472f1282fc0822211b6fa46a38ea271e5e0873f8262a08a46610a2702a657e
05-social-media/sentra-x-header-1500x500.png,17443,796b94d7638d36fcb50a242cb3691c51c614b7be0e9b7549976f90a08b18c5fd
05-social-media/sentra-x-profile-400.png,12172,435e2eb69651f844169f6ede65f11eff0ae346920882f849632d9ec3b8075201
05-social-media/sentra-youtube-banner-2560x1440.png,33469,9a0c75e57e6f2f917e2af5fb12bca7913d76a66b60ef1d0477cf76b7a882cd04
05-social-media/sentra-youtube-profile-800.png,25628,eea35e934f645212a1109c5e1d29f886ebe70db705e2fcbba55a0fcfba7a9a10
05-social-media/sentra-youtube-thumbnail-template-1280x720.png,18933,3285e49a408dcebe3f77c911faa97ea2ecd49e4cdee9f99e014ac2bce7324dfb
06-promotion/sentra-onepager-master-a4.svg,12291,e15228adc4a37e9f911bc59f2bb7d8e73f3a61dd743c6a964ac7003234ccaf7e
06-promotion/sentra-poster-master-a3.svg,12286,970eb872a83d53f0da60f0fe6789bc82b45d3fac7df6efd2f9abe10ac42468b7
06-promotion/sentra-presentation-cover-1920x1080.svg,12298,44f5f114383d2641d893db78a949db11eb0478c47dfe6706011f294919899a9b
06-promotion/sentra-proposal-cover-a4.svg,12295,e8d347a90d666b1b36b642546409271e6c26046ea67ced4f688da6aa07b68b8b
07-app-and-digital-product/sentra-app-icon-dark-1024.png,32941,e0f1551cb95ec71d29b39588af28a8c4ddfdc772ef13273e67ed030a759f3f6b
07-app-and-digital-product/sentra-app-icon-light-1024.png,32824,559e3ac95a67c84fa088586b8a7513509cbc7572db6662e7628ca15d14d61516
07-app-and-digital-product/sentra-app-icon-monochrome.svg,11802,ae97e5770ebd1b5515f76538eb63d6b5a7dd50a3534cd1cdbeda93bc2afa331d
07-app-and-digital-product/sentra-product-ui-logo-black.svg,12025,c8110062ebca51da1b28f6dac10359ae331c4acf78b5d45aa8ce763d7a62b081
07-app-and-digital-product/sentra-product-ui-logo-white.svg,12025,50af07d57a3ce62df3c74e53745d5d1f083a7cf384bd811e6849d7a6a355b191
07-app-and-digital-product/sentra-pwa-icon-192.png,5300,4279c68658a7af81224b56f21ffd9cd3eb178ad1bcf9bebc3b8d9a58d3a617f7
07-app-and-digital-product/sentra-pwa-icon-512.png,15459,8f9a997bcd537d323311f6ede064f10fc880e531119991c0a0c2f501d6a40e2e
07-app-and-digital-product/sentra-pwa-maskable-512.png,12963,92891cbd7f9dd39def6ac7709d315540e2263c9f0d7026a013c9344d36e31b11
08-sub-brands-and-features/sentra-feature-badge-template.svg,315,c956f6aed40fdca4d3d881d34608cc047f75f256d262a2da652eb716b7003638
08-sub-brands-and-features/sentra-feature-lockup-template.svg,11993,baa9b488a2c986abf97c554ff663d170365c8e13a6ebd37b990e53c4a706ff6f
08-sub-brands-and-features/sentra-product-icon-framework.svg,1858,be96c6265bfa384f13915471dcb59f2fbc34c743175bb968b9ab3ad20e2c4c47
08-sub-brands-and-features/sentra-subbrand-lockup-template.svg,12058,6b99a8517f21b1e3630700bc0b87ba1eebb50821949403b223ea948e615f3852
09-partners-and-ecosystem/sentra-cobrand-horizontal-template.svg,12350,62d92d3b97a32850353e40fd045e325e69d8882e7de54bac35cb65c97b6e113c
09-partners-and-ecosystem/sentra-partner-logo-strip-template.svg,671,df072243ccaff53bee31c29fdc7406dcf2fba9ffcc9b695dd2c9e306bc892085
09-partners-and-ecosystem/sentra-powered-by-lockup-black.svg,12086,4058ee03ab713d1a5308292dd450a69496138f6d8f37dd24540fd95cec5a071d
09-partners-and-ecosystem/sentra-powered-by-lockup-white.svg,12086,662c3ac703f39bada59c6c8f3b8c72de605a6ec66334b5e83e1bfeb6154fa1c9
10-brand-guidelines/sentra-brand-asset-index.csv,25511,20f80e1c245fa305fac710ef25d0e27dcfb6cc677599068685a15bc3507b4176
10-brand-guidelines/sentra-brand-asset-index.md,10556,18a0d21ccdd4ac1c60d8c169139fa72f11b3b33a2abf0bf1a823e41729ba1b65
10-brand-guidelines/sentra-brand-guidelines-v1.md,1675,e9fdef9fdd6b4a0d88f86d98f0c62b5033e12270ca09d59308901d183d1d2805
10-brand-guidelines/sentra-brand-guidelines-v1.pdf,115464,43b9d26638fa5a1dd8703eb8c1e30649f863fefc369c81f789258fabafc6b9a7
10-brand-guidelines/sentra-color-specification.md,988,57fc8568bb8848aa821640487c423d48fb37014c47a749a50f978eba023c2556
10-brand-guidelines/sentra-logo-usage-guide.md,983,f82ca813bda9700c0d52856aa396bd2fd5194bad5d7cb207484708a7c8768a65
10-brand-guidelines/sentra-typography-guide.md,383,6bb615b24951c98c6c6ad2c41a64eadf5166ff752de0e08622a625f0c53d6ea2
11-preview-and-mockups/sentra-cross-platform-preview.png,62519,b3052511e222b571e28088b5a7f41b9125077c2b8d71926dde068f66c37b3262
11-preview-and-mockups/sentra-logo-background-test.png,53156,0b1879157ed7ee24d8373025d890ba09db5dcaae407a249b69173ce046119fb7
11-preview-and-mockups/sentra-logo-review-board.png,76636,759a6304e5727c5d441f5f7bd7f0d9401097a96b130cfac0468fbe90b58e1779
11-preview-and-mockups/sentra-logo-small-size-test.png,55396,ed4c71ffe0d943db1eb128c4fa9a5fcdde2a26f0613dc1f64b2b7a0b50a31fdc
12-archive/readme.md,93,48b7df0a4705ad09588303d19e7979698efd48033ed16a0d1300ad928d6df81f
readme.md,955,6783b4ab89d71bbfe5671a66af4c1e6bfd9e2519fcbf4cefacdae7c31c3abc64
third-party-notice.md,312,edb55821bd756961bb19d7a2f4b7c608d532de9bf9cb4c16ce31f043dba1dce6
version.txt,72,4c7561c09426b3a6a4da989091d056b72d9c5a62b30bebee04cd751d97e1ea36
